dimension_index,raw_activation,standardized_activation,absolute_standardized_activation
372,0.024047852,-0.6930572,0.6930572
373,-0.026367188,0.2318114,0.2318114
374,-0.025390625,0.30873248,0.30873248
375,0.11816406,0.9174,0.9174
376,0.100097656,1.3874327,1.3874327
377,-0.027832031,0.19900617,0.19900617
378,-0.2109375,-2.4752622,2.4752622
379,0.08154297,1.3872654,1.3872654
380,0.012207031,-0.38941798,0.38941798
381,0.057128906,1.1517624,1.1517624
382,-0.0107421875,-0.17714782,0.17714782
383,0.106933594,1.7165551,1.7165551
384,-0.1484375,-2.0703936,2.0703936
385,0.0146484375,0.5789635,0.5789635
386,-0.12890625,-1.3797615,1.3797615
387,-0.08203125,-0.5344316,0.5344316
388,-0.009277344,-1.0895925,1.0895925
389,-0.0064697266,-0.9058976,0.9058976
390,-0.024169922,0.2937243,0.2937243
391,0.06542969,1.2242547,1.2242547
392,-0.06298828,-0.51908684,0.51908684
393,-0.03173828,-0.48114964,0.48114964
394,-0.051757812,-0.4194374,0.4194374
395,0.099609375,1.0479043,1.0479043
396,0.04321289,0.9798227,0.9798227
397,0.060546875,1.8646942,1.8646942
398,-0.072753906,-0.85483634,0.85483634
399,-0.064453125,0.08875665,0.08875665
400,-0.00390625,-0.2679799,0.2679799
401,-0.088378906,-0.6900053,0.6900053
402,0.15136719,1.3037605,1.3037605
403,0.02758789,0.700586,0.700586
404,0.05883789,0.8167008,0.8167008
405,0.028076172,0.21579716,0.21579716
406,0.060058594,0.693251,0.693251
407,0.11279297,0.79037416,0.79037416
408,-0.07910156,-1.1566893,1.1566893
409,-0.05029297,-0.12227307,0.12227307
410,-0.068359375,-2.0725033,2.0725033
411,-0.10888672,-1.4316019,1.4316019
412,-0.072753906,-1.2991142,1.2991142
413,-0.0859375,-1.5681852,1.5681852
414,0.10253906,0.5022375,0.5022375
415,-0.010009766,0.02726529,0.02726529
416,-0.032226562,-0.3164621,0.3164621
417,-0.08203125,-0.5958069,0.5958069
418,0.06933594,1.3166306,1.3166306
419,-0.022460938,-0.5966308,0.5966308
420,-0.02319336,-0.43243778,0.43243778
421,0.07910156,1.0632281,1.0632281
422,-0.06201172,-0.6401755,0.6401755
423,-0.061767578,-0.6981477,0.6981477
424,0.03173828,0.3032947,0.3032947
425,0.043945312,1.7486303,1.7486303
426,-0.012390137,-0.13181524,0.13181524
427,0.0048828125,0.022947825,0.022947825
428,-0.07519531,-0.72786915,0.72786915
