dimension_index,raw_activation,standardized_activation,absolute_standardized_activation
616,0.024536133,0.47862387,0.47862387
617,-0.092285156,-2.2471848,2.2471848
618,-0.06933594,-0.73249245,0.73249245
619,0.010375977,-0.1372074,0.1372074
620,0.009643555,0.005667562,0.005667562
621,0.0024871826,-0.49028274,0.49028274
622,-0.024536133,-0.07466915,0.07466915
623,0.09326172,-0.21127291,0.21127291
624,0.010009766,0.3478583,0.3478583
625,0.0095825195,0.40105492,0.40105492
626,-0.006958008,-0.34760392,0.34760392
627,-0.1796875,-2.2840464,2.2840464
628,-0.021240234,-0.5073323,0.5073323
629,-0.0061950684,-0.13915285,0.13915285
630,-0.020629883,0.1067954,0.1067954
631,0.021362305,-0.008054886,0.008054886
632,-0.060058594,-0.3567197,0.3567197
633,-0.08691406,-1.7892215,1.7892215
634,0.02709961,0.24305314,0.24305314
635,0.0040893555,0.09751285,0.09751285
636,0.12695312,1.152093,1.152093
637,0.033691406,0.082541995,0.082541995
638,0.0625,0.2798284,0.2798284
639,-0.011108398,-0.103272334,0.103272334
640,0.018432617,0.6806558,0.6806558
641,0.07763672,0.7808902,0.7808902
642,-0.0006752014,-1.0170561,1.0170561
643,0.033447266,1.0660999,1.0660999
644,0.055664062,1.2765672,1.2765672
645,-0.052490234,-1.2349255,1.2349255
646,-0.23925781,-3.1123471,3.1123471
647,-0.0119018555,0.6403599,0.6403599
648,-0.013549805,-0.28765047,0.28765047
649,-0.028808594,-0.20847936,0.20847936
650,-0.0015945435,-0.5025874,0.5025874
651,0.0703125,1.1299547,1.1299547
652,-0.05908203,-0.26412764,0.26412764
653,0.034423828,0.98453754,0.98453754
654,-0.103515625,-2.0700648,2.0700648
655,-0.6015625,-2.6988616,2.6988616
656,-0.091796875,-1.333259,1.333259
657,-0.044189453,-0.66980875,0.66980875
658,-0.0013809204,-0.37812912,0.37812912
659,-0.014221191,-0.24889556,0.24889556
660,0.21582031,2.3582757,2.3582757
